CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
바구니,대구광역시,대구광역시 중구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200102
바이퍼,경상북도,경상북도 경주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,17,20201119
박카스,광주광역시,광주광역시 북구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200612
배구왕,인천광역시,인천광역시 전체,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,7,20211029
백두산,대구광역시,대구광역시 달서구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20191122
보라매,서울특별시,서울특별시 동작구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,17,20200212
불릿츠,부산광역시,부산광역시 동래구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,11,20210513
불사조,울산광역시,울산광역시 동구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200803
블루팀,부산광역시,부산광역시 전체,스쿼시,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,20210601
비검회,충청남도,충청남도 논산시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201208
비스트,전라남도,전라남도 순천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,21,20200113
빅걸스,광주광역시,광주광역시 서구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20201118
빅보스,광주광역시,광주광역시 서구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20201118
사이다,경기도,경기도 남양주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,20,20210105
삼도동,제주특별자치도,제주특별자치도 제주시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20211017
삼매봉,제주특별자치도,제주특별자치도 서귀포시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,20211006
삼총사,광주광역시,광주광역시 서구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190306
새토회,세종특별자치시,세종특별자치시 전체,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,24,20200427
샤샤샤,서울특별시,서울특별시 관악구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,24,20210620
서천군,충청남도,충청남도 서천군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,20190407
석삼스,대구광역시,대구광역시 중구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20200105
선데이,대구광역시,대구광역시 전체,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210630
성성성,경기도,경기도 수원시 장안구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,15,20210623
세검관,서울특별시,서울특별시 서대문구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201119
세부회,세종특별자치시,세종특별자치시 전체,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,20210110
세이버,경기도,경기도 고양시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,19,20200108
세종팀,세종특별자치시,세종특별자치시 전체,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211121
세화리,제주특별자치도,제주특별자치도 제주시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,20211026
센트럴,경기도,경기도 오산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,23,20200507
솜사탕,부산광역시,부산광역시 전체,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,13,20200107
송파구,서울특별시,서울특별시 송파구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210615
수리산,경기도,경기도 군포시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201024
수린이,경기도,경기도 광명시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201118
스우배,경기도,경기도 부천시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,5,20211102
스위머,경기도,경기도 안산시 상록구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20211209
스위밍,광주광역시,광주광역시 남구,수영,공공스포츠클럽,20세이상부,혼성,6,20210304
스캠프,충청북도,충청북도 청주시 서원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,6,20211124
스텔스,울산광역시,울산광역시 남구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20190410
시니어,경상남도,경상남도 거제시,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20210105
시밀러,울산광역시,울산광역시 남구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,22,20200101
신세라,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,10,20211026
심무관,서울특별시,서울특별시 도봉구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,20201127
썬클럽,광주광역시,광주광역시 광산구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,8,20201116
아검회,충청남도,충청남도 예산군,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20201204
아구탱,대전광역시,대전광역시 유성구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20210617
아여정,경상북도,경상북도 문경시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20200303
아이비,인천광역시,인천광역시 전체,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20211109
아이칸,광주광역시,광주광역시 북구,역도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20190312
아테네,서울특별시,서울특별시 강서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,19,20200203
아테정,충청북도,충청북도 청주시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20201109
악바리,부산광역시,부산광역시 북구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,9,20210913
안동시,경상북도,경상북도 안동시,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210925
알피엠,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,20211025
어음리,제주특별자치도,제주특별자치도 제주시,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20211018
어텐션,강원도,강원도 원주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,22,20200102
어텐션,경기도,경기도 광명시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,22,20200114
업타운,경기도,경기도 광명시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,22,20200101
업템포,서울특별시,서울특별시 광진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,25,20190627
에스탑,경기도,경기도 시전체,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,20190409
에이스,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,14,20211027
엑시토,서울특별시,서울특별시 마포구,배구,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,25,20210917
엔젤킹,경기도,경기도 고양시 일산서구,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,26,20201129
엠페러,인천광역시,인천광역시 부평구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200203
엣지왕,경기도,경기도 성남시 중원구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200813
여배우,경상남도,경상남도 양산시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,12,20210628
연정회,서울특별시,서울특별시 서대문구,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,42,20200807
영우리,광주광역시,광주광역시 광산구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,9,20201117
영탁구,인천광역시,인천광역시 남동구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200724
예검회,충청남도,충청남도 예산군,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201204
오르카,충청남도,충청남도 서산시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200619
오반칙,경상북도,경상북도 경산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20200109
오산시,경기도,경기도 오산시,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20190404
올커버,광주광역시,광주광역시 북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20201126
